geneid	genesymbol	count
165055	CCDC138	1
84144	SYDE2	1
84299	MIEN1	1
84299	C17ORF37	2
84299	C35	3
84299	ORB3	4
84299	RDX12	5
84299	XTP4	6
257019	FRMD3	1
257019	4.1O	2
257019	EPB41L4O	3
257019	EPB41LO	4
257019	P410	5
153745	FAM71B	1
80727	TTYH3	1
126308	MOB3A	1
126308	MOB-LAK	2
126308	MOB1C	3
126308	MOBKL2A	4
126308	MOBLAK	5
29094	LGALSL	1
29094	GRP	2
29094	HSPC159	3
55116	TMEM39B	1
114971	PTPMT1	1
114971	DUSP23	2
114971	MOSP	3
114971	PLIP	4
114971	PNAS-129	5
54875	CNTLN	1
54875	C9ORF101	2
54875	C9ORF39	3
54875	BA340N12.1	4
84696	ABHD1	1
84696	LABH1	2
90649	ZNF486	1
90649	KRBO2	2
125919	ZNF543	1
284013	VMO1	1
284013	ERGA6350	2
284013	PRO21055	3
58524	DMRT3	1
58524	DMRTA3	2
102724488	SYNAPTOTAGMIN-15	1
346606	MOGAT3	1
346606	DC7	2
346606	DGAT2L2	3
346606	MGAT3	4
256536	TCERG1L	1
85508	SCRT2	1
85508	ZNF898B	2
164592	CCDC116	1
84103	C4ORF17	1
112495	GTF3C6	1
112495	C6ORF51	2
112495	TFIIIC35	3
112495	BA397G5.3	4
64645	MFSD14A	1
64645	HIAT1	2
23231	SEL1L3	1
23231	SEL-1L3	2
84684	INSM2	1
84684	IA-6	2
84684	IA6	3
84684	MLT1	4
377007	KLHL30	1
54436	SH3TC1	1
283420	CLEC9A	1
283420	CD370	2
283420	DNGR-1	3
283420	DNGR1	4
283420	UNQ9341	5
55069	TMEM248	1
55069	C7ORF42	2
388695	LYSMD1	1
388695	SB145	2
23637	RABGAP1	1
23637	GAPCENA	2
23637	TBC1D11	3
79085	SLC25A23	1
79085	APC2	2
79085	MCSC2	3
79085	SCAMC-3	4
201799	TMEM154	1
285971	ZNF775	1
28231	SLCO4A1	1
28231	OATP-E	2
28231	OATP1	3
28231	OATP4A1	4
28231	OATPE	5
28231	OATPRP1	6
28231	POAT	7
28231	SLC21A12	8
79570	NKAIN1	1
79570	FAM77C	2
56255	TMX4	1
56255	DJ971N18.2	2
56255	PDIA14	3
56255	TXNDC13	4
9592	IER2	1
9592	ETR101	2
126823	KLHDC9	1
126823	KARCA1	2
6036	RNASE2	1
6036	EDN	2
6036	RAF3	3
6036	RNS2	4
84305	PYM1	1
84305	PYM	2
84305	WIBG	3
81544	GDPD5	1
81544	GDE2	2
81544	PP1665	3
93343	MVB12A	1
93343	CFBP	2
93343	FAM125A	3
127733	UBXN10	1
127733	UBXD3	2
84874	ZNF514	1
79465	ULBP3	1
79465	N2DL-3	2
79465	NKG2DL3	3
79465	RAET1N	4
55582	KIF27	1
3996	LLGL1	1
3996	DLG4	2
3996	HUGL	3
3996	HUGL-1	4
3996	HUGL1	5
3996	LLGL	6
3996	LGL1	7
3996	MGL1	8
220382	FAM181B	1
378925	RNF148	1
348487	FAM131C	1
348487	C1ORF117	2
54932	EXD3	1
54932	MUT-7	2
79861	TUBAL3	1
79919	MAB21L4	1
79919	C2ORF54	2
122258	SPACA7	1
122258	C13ORF28	2
135886	TMEM270	1
135886	WBSCR28	2
30844	EHD4	1
30844	PAST4	2
92014	SLC25A51	1
92014	CG7943	2
92014	MCART1	3
51704	GPRC5B	1
51704	RAIG-2	2
51704	RAIG2	3
284525	SLC9C2	1
284525	SLC9A11	2
56943	ENY2	1
56943	DC6	2
56943	SUS1	3
56943	E(Y)2	4
55349	CHDH	1
85019	TMEM241	1
85019	C18ORF45	2
85019	HVVT	3
253152	EPHX4	1
253152	ABHD7	2
253152	EH4	3
253152	EPHXRP	4
127845	GOLT1A	1
127845	CGI-141	2
127845	GOT1	3
127845	HMFN1187	4
127845	YMR292W	5
127845	HGOT1B	6
27127	SMC1B	1
27127	SMC1BETA	2
27127	SMC1L2	3
90317	ZNF616	1
55003	PAK1IP1	1
55003	MAK11	2
55003	PIP1	3
55003	WDR84	4
55003	BA421M1.5	5
55003	HPIP1	6
83744	ZNF484	1
83744	BA526D8.4	2
56164	STK31	1
56164	SGK396	2
56164	TDRD8	3
157769	FAM91A1	1
84267	C9ORF64	1
83597	RTP3	1
83597	LTM1	2
83597	TMEM7	3
83597	Z3CXXC3	4
9753	ZSCAN12	1
9753	ZFP96	2
9753	ZNF29K1	3
9753	ZNF305	4
9753	ZNF96	5
9753	DJ29K1.2	6
401498	TMEM215	1
79639	TMEM53	1
79639	NET4	2
57115	PGLYRP4	1
57115	PGLYRPIBETA	2
57115	PGRP-IBETA	3
57115	PGRPIB	4
57115	SBBI67	5
23216	TBC1D1	1
23216	TBC	2
23216	TBC1	3
60677	CELF6	1
60677	BRUNOL6	2
11272	PRR4	1
11272	LPRP	2
11272	PROL4	3
83758	RBP5	1
83758	CRBP-III	2
83758	CRBP3	3
83758	CRBPIII	4
83758	HRBPISO	5
55175	KLHL11	1
90025	UBE3D	1
90025	C6ORF157	2
90025	H10BH	3
90025	UBE2CBP	4
90025	YJR141W	5
9204	ZMYM6	1
9204	BUSTER2	2
9204	MYM	3
9204	ZBED7	4
9204	ZNF198L4	5
9204	ZNF258	6
84247	RTL6	1
84247	LDOC1L	2
84247	MAR6	3
84247	MART6	4
84247	SIRH3	5
84247	DJ1033E15.2	6
115557	ARHGEF25	1
115557	GEFT	2
115557	P63RHOGEF	3
26093	CCDC9	1
28966	SNX24	1
28966	PRO1284	2
28966	SBBI31	3
57604	TRMT9B	1
57604	C8ORF79	2
57604	KIAA1456	3
57604	TRM9L	4
57604	HTRM9L	5
256949	KANK3	1
256949	ANKRD47	2
285513	GPRIN3	1
285513	GRIN3	2
51495	HACD3	1
51495	B-IND1	2
51495	BIND1	3
51495	HSPC121	4
51495	PTPLAD1	5
54989	ZNF770	1
54989	PRO1914	2
55224	ETNK2	1
55224	EKI2	2
55224	HMFT1716	3
389383	CLPSL2	1
389383	AAAL3045	2
389383	C6ORF126	3
389383	UNQ3045	4
389383	DJ510O8.5	5
89887	ZNF628	1
89887	ZEC	2
89887	ZFP628	3
90580	TIMM29	1
90580	C19ORF52	2
90580	TIM29	3
400120	SERTM1	1
400120	C13ORF36	2
79698	ZMAT4	1
5502	PPP1R1A	1
5502	I1	2
5502	IPP1	3
64850	ETNPPL	1
64850	AGXT2L1	2
147657	ZNF480	1
79990	PLEKHH3	1
90204	ZSWIM1	1
90204	C20ORF162	2
79023	NUP37	1
79023	MCPH24	2
79023	P37	3
84286	TMEM175	1
84286	HTMEM175	2
136853	SSC4D	1
136853	S4D-SRCRB	2
136853	SRCRB-S4D	3
136853	SRCRB4D	4
65251	ZNF649	1
120103	SLC36A4	1
120103	PAT4	2
54923	LIME1	1
54923	LIME	2
54923	DJ583P15.4	3
55336	FBXL8	1
55336	FBL8	2
22838	RNF44	1
146562	C16ORF71	1
90592	ZNF700	1
80789	INTS5	1
80789	INT5	2
80789	KIAA1698	3
84230	LRRC8C	1
84230	AD158	2
84230	FAD158	3
165257	C1QL2	1
165257	C1QTNF10	2
165257	CTRP10	3
105371242	PPIAL4H	1
146456	TMED6	1
146456	PRO34237	2
146456	SPLL9146	3
146456	P24G5	4
9797	TATDN2	1
64763	ZNF574	1
64763	FP972	2
55924	INKA2	1
55924	C1ORF183	2
55924	FAM212B	3
9925	ZBTB5	1
128414	NKAIN4	1
128414	C20ORF58	2
128414	FAM77A	3
128414	BA261N11.2	4
54995	OXSM	1
54995	CEM1	2
54995	FASN2D	3
54995	KASI	4
54995	KS	5
79137	RETREG2	1
79137	C2ORF17	2
79137	FAM134A	3
79137	MAG-2	4
85457	CIPC	1
85457	KIAA1737	2
55282	LRRC36	1
55282	RORBP70	2
55282	XLHSRF2	3
55735	DNAJC11	1
55735	DJ126A5.1	2
222658	KCTD20	1
222658	C6ORF69	2
222658	DJ108K11.3	3
51012	PRELID3B	1
51012	C20ORF45	2
51012	SLMO2	3
51012	DJ543J19.5	4
51526	OSER1	1
51526	C20ORF111	2
51526	HSPC207	3
51526	OSR1	4
51526	PERIT1	5
51526	DJ1183I21.1	6
54776	PPP1R12C	1
54776	AAVS1	2
54776	LENG3	3
54776	MBS85	4
54776	P84	5
54776	P85	6
54680	ZNHIT6	1
54680	BCD1	2
54680	C1ORF181	3
54680	NY-BR-75	4
23423	TMED3	1
23423	C15ORF22	2
23423	P24B	3
23423	P24G4	4
23423	P24GAMMA4	5
23423	P26	6
112770	GLMP	1
112770	C1ORF85	2
112770	NCU-G1	3
55137	FIGN	1
55437	STRADB	1
55437	ALS2CR2	2
55437	CALS-21	3
55437	ILPIP	4
55437	ILPIPA	5
55437	PAPK	6
55437	PRO1038	7
161514	TBC1D21	1
161514	MGCRABGAP	2
148156	ZNF558	1
154743	BMT2	1
154743	C7ORF60	2
154743	SAMTOR	3
54867	TMEM214	1
65979	PHACTR4	1
65979	PPP1R124	2
150356	CHADL	1
150356	SLRR4B	2
80139	ZNF703	1
80139	NLZ1	2
80139	ZEPPO1	3
80139	ZNF503L	4
80139	ZPO1	5
9117	SEC22C	1
9117	SEC22L3	2
57002	YAE1	1
57002	C7ORF36	2
57002	CIAB2	3
57002	GK003	4
57002	YAE1D1	5
84971	ATG4D	1
84971	APG4-D	2
84971	APG4D	3
84971	AUTL4	4
221302	ZUP1	1
221302	C6ORF113	2
221302	DUB	3
221302	ZUFSP	4
389206	BEND4	1
389206	CCDC4	2
84253	GARNL3	1
84253	BA356B19.1	2
375567	VWC2	1
375567	PSST739	2
375567	UNQ739	3
284325	C19ORF54	1
282974	STK32C	1
282974	PKE	2
282974	YANK3	3
84461	NEURL4	1
404550	C16ORF74	1
161424	NOP9	1
161424	C14ORF21	2
23029	RBM34	1
256309	CCDC110	1
256309	CT52	2
256309	KM-HN-1	3
256309	KMHN1	4
130367	SGPP2	1
130367	SPP2	2
130367	SPPASE2	3
83877	TM2D2	1
83877	BLP1	2
134492	NUDCD2	1
134492	NUDCL2	2
83860	TAF3	1
83860	TAF140	2
83860	TAFII-140	3
83860	TAFII140	4
51069	MRPL2	1
51069	CGI-22	2
51069	MRP-L14	3
51069	RPML14	4
79817	MOB3B	1
79817	C9ORF35	2
79817	MOB1D	3
79817	MOBKL2B	4
51285	RASL12	1
51285	RIS	2
171546	SPTSSA	1
171546	C14ORF147	2
171546	SSSPTA	3
124989	EFCAB13	1
124989	C17ORF57	2
284716	RIMKLA	1
284716	FAM80A	2
284716	NAAGS	3
284716	NAAGS-II	4
51148	CERCAM	1
51148	CEECAM1	2
51148	GLT25D3	3
83896	KRTAP3-1	1
83896	KAP3.1	2
83896	KRTAP3.1	3
51011	FAHD2A	1
51011	CGI-105	2
79153	GDPD3	1
79153	GDE7	2
80021	TMEM62	1
267002	PGBD2	1
84216	TMEM117	1
80019	UBTD1	1
79363	CPLANE2	1
79363	C1ORF89	2
79363	RSG1	3
93134	ZNF561	1
80235	PIGZ	1
80235	GPI-MT-IV	2
80235	PIG-Z	3
80235	SMP3	4
26002	MOXD1	1
26002	MOX	2
26002	PRO5780	3
26002	DJ248E1.1	4
220441	RNF152	1
63906	GPATCH3	1
63906	GPATC3	2
145645	TERB2	1
145645	C15ORF43	2
375323	LHFPL4	1
375323	GARLH4	2
341883	LRRC9	1
84866	TMEM25	1
84734	FAM167B	1
84734	C1ORF90	2
84734	DIORA-2	3
387990	TOMM20L	1
387990	UNQ9438	2
29066	ZC3H7A	1
29066	HSPC055	2
29066	ZC3H7	3
29066	ZC3HDC7	4
148213	ZNF681	1
10942	PRSS21	1
10942	ESP-1	2
10942	ESP1	3
10942	TEST1	4
10942	TESTISIN	5
51110	LACTB2	1
51110	CGI-83	2
84366	PRAC1	1
84366	C17ORF92	2
84366	PRAC	3
78991	PCYOX1L	1
253982	ASPHD1	1
79973	ZNF442	1
147687	ZNF417	1
132228	LSMEM2	1
132228	C3ORF45	2
388610	TRNP1	1
388610	C1ORF225	2
388610	TNRP	3
388610	TRNP	4
132660	LIN54	1
132660	CXCDC1	2
132660	JC8.6	3
132660	MIP120	4
132660	TCX1	5
129642	MBOAT2	1
129642	LPAAT	2
129642	LPCAT4	3
129642	LPEAT	4
129642	LPLAT_2	5
129642	OACT2	6
64224	HERPUD2	1
56674	TMEM9B	1
56674	C11ORF15	2
11055	ZPBP	1
11055	ZPBP1	2
91289	LMF2	1
91289	TMEM112B	2
91289	TMEM153	3
79927	FAM110D	1
79927	GRRP1	2
254531	LPCAT4	1
254531	AGPAT7	2
254531	AYTL3	3
254531	LPAAT-ETA	4
254531	LPEAT2	5
55776	SAYSD1	1
55776	C6ORF64	2
84317	CCDC115	1
84317	CDG2O	2
84317	CCP1	3
90324	CCDC97	1
84134	TOMM40L	1
84134	TOMM40B	2
126299	ZNF428	1
126299	C19ORF37	2
126299	ZFP428	3
83940	TATDN1	1
83940	CDA11	2
163033	ZNF579	1
29062	WDR91	1
29062	HSPC049	2
29062	SORF-1	3
29062	SORF1	4
55260	TMEM143	1
58505	OSTC	1
58505	DC2	2
286097	MICU3	1
286097	EFHA2	2
124491	TMEM170A	1
124491	TMEM170	2
55228	PNMA8A	1
55228	PNMAL1	2
114804	RNF157	1
94039	ZNF101	1
94039	HZF12	2
59271	EVA1C	1
59271	B18	2
59271	B19	3
59271	C21ORF63	4
59271	C21ORF64	5
59271	FAM176C	6
59271	PRED34	7
59271	SUE21	8
55196	RESF1	1
55196	C12ORF35	2
55196	GET	3
55196	KIAA1551	4
55196	UTA2-1	5
83447	SLC25A31	1
83447	AAC4	2
83447	ANT_4	3
83447	ANT4	4
83447	SFEC35KDA	5
132989	C4ORF36	1
161779	PGBD4	1
57408	LRTM1	1
57408	HT017	2
374655	ZNF710	1
83886	PRSS27	1
83886	CAPH2	2
83886	MPN	3
79050	NOC4L	1
79050	NET49	2
79050	NOC4	3
79050	UTP19	4
79939	SLC35E1	1
133923	ZNF474	1
58506	SCAF1	1
58506	SRA1	2
353189	SLCO4C1	1
353189	OATP-H	2
353189	OATP-M1	3
353189	OATP4C1	4
353189	OATPX	5
353189	PRO2176	6
353189	SLC21A20	7
128864	C20ORF144	1
128864	DJ63M2.6	2
79810	PTCD2	1
79170	PRR15L	1
79170	ATAD4	2
399818	EEF1AKMT2	1
399818	C10ORF138	2
399818	EFM4	3
399818	METTL10	4
142940	TRUB1	1
142940	PUS4	2
6013	RLN1	1
6013	H1	2
6013	H1RLX	3
6013	RLXH1	4
6013	BA12D24.3.1	5
6013	BA12D24.3.2	6
254228	CALHM5	1
254228	C6ORF188	2
254228	FAM26E	3
254228	DJ493F7.3	4
57528	KCTD16	1
56851	EMC7	1
56851	C11ORF3	2
56851	C15ORF24	3
56851	HT022	4
56851	ORF1-FL1	5
23303	KIF13B	1
23303	GAKIN	2
56931	DUS3L	1
56931	DUS3	2
91894	C11ORF52	1
9696	CROCC	1
9696	ROLT	2
9696	TAX1BP2	3
55893	ZNF395	1
55893	HDBP-2	2
55893	HDBP2	3
55893	HDRF-2	4
55893	PBF	5
55893	PRF-1	6
55893	PRF1	7
55893	SI-1-8-14	8
122616	CLBA1	1
122616	C14ORF79	2
23220	DTX4	1
23220	RNF155	2
55061	SUSD4	1
55061	PRO222	2
79896	THNSL1	1
79896	TSH1	2
55133	SRBD1	1
80301	PLEKHO2	1
80301	PLEKHQ1	2
80301	PP1628	3
80301	PP9099	4
83862	TMEM120A	1
83862	NET29	2
83862	TMPIT	3
79750	ZNF385D	1
79750	ZNF659	2
85025	TMEM60	1
85025	C7ORF35	2
85025	DC32	3
55017	C14ORF119	1
55296	TBC1D19	1
168391	GALNTL5	1
168391	GALNACT19	2
168391	GALNT15	3
168391	GALNAC-T5L	4
285368	PRRT3	1
79709	COLGALT1	1
79709	BSVD3	2
79709	COLGALT_1	3
79709	GLT25D1	4
256329	LMNTD2	1
256329	C11ORF35	2
83693	HSDL1	1
83693	SDR12C3	2
757	TMEM50B	1
757	C21ORF4	2
757	HCVP7TP3	3
80774	LIMD2	1
123169	LEO1	1
123169	RDL	2
79627	OGFRL1	1
79627	DJ331H24.1	2
167359	NIM1K	1
167359	NIM1	2
57577	CCDC191	1
57577	KIAA1407	2
201626	PDE12	1
201626	2'-PDE	2
201626	2-PDE	3
163933	FAM43B	1
79029	SPATA5L1	1
55745	AP5M1	1
55745	C14ORF108	2
55745	MUDENG	3
55745	MU5	4
55745	MUD	5
79742	DIPK2B	1
79742	4930578C19RIK	2
79742	CXORF36	3
79742	DIA1R	4
79742	EPQL1862	5
79742	PRO3743	6
79742	BA435K1.1	7
150383	CDPF1	1
150383	C22ORF40	2
57484	RNF150	1
81558	FAM117A	1
54807	ZNF586	1
59353	TMEM35A	1
59353	TMEM35	2
283234	CCDC88B	1
283234	BRLZ	2
283234	CCDC88	3
283234	HKRP3	4
283234	GIPIE	5
400569	MED11	1
400569	HSPC296	2
79629	OCEL1	1
79629	FWP009	2
79629	S863-9	3
389658	ALKAL1	1
389658	AUGA	2
389658	AUGB	3
389658	FAM150A	4
389658	UNQ9433	5
10924	SMPDL3A	1
10924	ASM3A	2
10924	ASML3A	3
10924	YR36GH4.1	4
137970	UNC5D	1
137970	PRO34692	2
137970	UNC5H4	3
85014	TMEM141	1
152405	TEX55	1
152405	C3ORF30	2
152405	TSCPA	3
29767	TMOD2	1
29767	N-TMOD	2
29767	NTMOD	3
163688	CALML6	1
163688	CAGLP	2
26166	RGS22	1
26166	CT145	2
26166	PRTD-NY2	3
646915	ZNF806	1
255374	MBLAC1	1
27296	TP53TG5	1
27296	C20ORF10	2
27296	CLG01	3
81492	RSPH6A	1
81492	RSHL1	2
81492	RSP4	3
81492	RSP6	4
81492	RSPH4B	5
348807	CFAP100	1
348807	CCDC37	2
348807	MIA1	3
27152	INTU	1
27152	CPLANE4	2
27152	INT	3
27152	OFD17	4
27152	PDZD6	5
27152	PDZK6	6
27152	SRTD20	7
169166	SNX31	1
25936	NSL1	1
25936	C1ORF48	2
25936	DC8	3
25936	MIS14	4
124641	OVCA2	1
79915	ATAD5	1
79915	C17ORF41	2
79915	ELG1	3
79915	FRAG1	4
9889	ZBED4	1
219681	ARMC3	1
219681	CT81	2
219681	KU-CT-1	3
389558	FAM180A	1
389558	UNQ1940	2
333929	SNAI3	1
333929	SMUC	2
333929	SNAIL3	3
333929	ZNF293	4
333929	ZFP293	5
149111	CNIH3	1
149111	CNIH-3	2
10861	SLC26A1	1
10861	CAON	2
10861	EDM4	3
10861	SAT-1	4
10861	SAT1	5
51768	TM7SF3	1
4285	MIPEP	1
4285	COXPD31	2
4285	HMIP	3
4285	MIP	4
10184	LHFPL2	1
80264	ZNF430	1
89886	SLAMF9	1
89886	CD2F-10	2
89886	CD2F10	3
89886	CD84-H1	4
89886	CD84H1	5
89886	SF2001	6
160518	DENND5B	1
25789	TMEM59L	1
25789	BSMAP	2
25789	C19ORF4	3
152815	THAP6	1
7772	ZNF229	1
55199	FAM86C1	1
55199	FAM86C	2
123207	C15ORF40	1
51439	FAM8A1	1
51439	AHCP	2
375607	NAT16	1
375607	C7ORF52	2
54974	THG1L	1
54974	ICF45	2
54974	IHG-1	3
54974	HTHG1	4
284339	TMEM145	1
93487	MAPK1IP1L	1
93487	C14ORF32	2
93487	MISS	3
93487	C14_5346	4
131831	ERICH6	1
131831	C3ORF44	2
131831	ERICH6A	3
131831	FAM194A	4
80128	TRIM46	1
80128	GENEY	2
80128	TRIFIC	3
284349	ZNF283	1
284349	HZF19	2
284349	HZF41	3
84650	EBPL	1
84650	EBRP	2
90506	LRRC46	1
54662	TBC1D13	1
51233	DRICH1	1
51233	C22ORF43	2
51233	KB-208E9.1	3
127579	DCST2	1
57130	ATP13A1	1
57130	ATP13A	2
57130	CGI-152	3
55972	SLC25A40	1
55972	MCFP	2
286753	TRARG1	1
286753	BEC-1	2
286753	DSPB1	3
286753	IFITMD3	4
286753	LOST1	5
286753	TUSC5	6
147015	DHRS13	1
147015	SDR7C5	2
80329	ULBP1	1
80329	N2DL-1	2
80329	NKG2DL1	3
80329	RAET1I	4
138151	NACC2	1
138151	BEND9	2
138151	BTBD14	3
138151	BTBD14A	4
138151	BTBD31	5
138151	NAC-2	6
138151	RBB	7
9813	EFCAB14	1
9813	KIAA0494	2
283514	SIAH3	1
79073	TMEM109	1
283768	GOLGA8G	1
283768	GOLGA8F	2
55905	RNF114	1
55905	PSORS12	2
55905	ZNF313	3
55178	MRM3	1
55178	RMTL1	2
55178	RNMTL1	3
9848	MFAP3L	1
9848	NYD-SP9	2
134510	UBLCP1	1
134510	CPUB1	2
7693	ZNF134	1
7693	PHZ-15	2
389073	C2ORF80	1
389073	GONDA1	2
50999	TMED5	1
50999	CGI-100	2
50999	P24G2	3
50999	P28	4
63950	DMRTA2	1
79154	DHRS11	1
79154	ARPG836	2
79154	SDR24C1	3
79154	SPDHRS11	4
80045	GPR157	1
375307	CATIP	1
375307	C2ORF62	2
126695	KDF1	1
126695	C1ORF172	2
126695	ECTD12	3
79894	ZNF672	1
85414	SLC45A3	1
85414	IPCA-2	2
85414	IPCA-6	3
85414	IPCA-8	4
85414	IPCA6	5
85414	PCANAP2	6
85414	PCANAP6	7
85414	PCANAP8	8
85414	PRST	9
91373	UAP1L1	1
168850	ZNF800	1
84219	WDR24	1
84219	C16ORF21	2
84219	JFP7	3
9911	TMCC2	1
9911	HUCEP11	2
89790	SIGLEC10	1
89790	PRO940	2
89790	SIGLEC-10	3
89790	SLG2	4
55520	ELAC1	1
55520	D29	2
80864	EGFL8	1
80864	C6ORF8	2
80864	NG3	3
10633	RASL10A	1
10633	RRP22	2
81629	TSSK3	1
81629	SPOGA3	2
81629	STK22C	3
81629	STK22D	4
81629	TSK3	5
83982	IFI27L2	1
83982	FAM14A	2
83982	ISG12B	3
83982	TLH29	4
147807	ZNF524	1
140838	NANP	1
140838	C20ORF147	2
140838	HDHD4	3
140838	DJ694B14.3	4
374395	TMEM179B	1
126820	WDR63	1
126820	DIC3	2
126820	NYD-SP29	3
26000	TBC1D10B	1
26000	EPI64B	2
26000	FP2461	3
143162	FRMPD2	1
143162	PDZD5C	2
143162	PDZK4	3
143162	PDZK5C	4
113402	SFT2D1	1
113402	C6ORF83	2
113402	PRGR1	3
163115	ZNF781	1
57535	ELAPOR1	1
57535	EIG121	2
57535	KIAA1324	3
79706	PRKRIP1	1
79706	C114	2
79706	KRBOX3	3
339456	TMEM52	1
23180	RFTN1	1
23180	MIG2	2
23180	PIB10	3
23180	PIG9	4
23180	RAFTLIN	5
10901	DHRS4	1
10901	CR	2
10901	NRDR	3
10901	PHCR	4
10901	PSCD	5
10901	SCAD-SRL	6
10901	SDR-SRL	7
10901	SDR25C1	8
10901	SDR25C2	9
26032	SUSD5	1
376940	ZC3H6	1
376940	ZC3HDC6	2
284486	THEM5	1
284486	ACOT15	2
219557	TEX47	1
219557	C7ORF62	2
84898	PLXDC2	1
84898	TEM7R	2
79413	ZBED2	1
55304	SPTLC3	1
55304	C20ORF38	2
55304	LCB_3	3
55304	LCB2B	4
55304	LCB3	5
55304	SPT_3	6
55304	SPT3	7
55304	SPTLC2L	8
55304	DJ718P11	9
55304	DJ718P11.1	10
55304	HLCB2B	11
56265	CPXM1	1
56265	CPX1	2
56265	CPXM	3
349667	RTN4RL2	1
349667	NGRH1	2
349667	NGR2	3
3995	FADS3	1
3995	CYB5RP	2
3995	LLCDL3	3
340351	AGBL3	1
340351	CCP3	2
54520	CCDC93	1
57536	KIAA1328	1
11112	HIBADH	1
11112	NS5ATP1	2
388646	GBP7	1
388646	GBP4L	2
84935	MEDAG	1
84935	AWMS3	2
84935	C13ORF33	3
84935	MEDA-4	4
84935	MEDA4	5
84935	HAWMS3	6
80255	SLC35F5	1
93081	TEX30	1
93081	C13ORF27	2
55676	SLC30A6	1
55676	MST103	2
55676	MSTP103	3
55676	ZNT6	4
84266	ALKBH7	1
84266	ABH7	2
84266	SPATA11	3
84266	UNQ6002	4
93474	ZNF670	1
80745	THUMPD2	1
80745	C2ORF8	2
79736	TEFM	1
79736	C17ORF42	2
55631	LRRC40	1
55631	DJ677H15.1	2
51661	FKBP7	1
51661	FKBP23	2
51661	PPIASE	3
23105	FSTL4	1
131544	CRYBG3	1
131544	DKFZP667G2110	2
131544	VLAKAP	3
55761	TTC17	1
7643	ZNF90	1
7643	HTF9	2
254042	METAP1D	1
254042	MAP_1D	2
254042	MAP1D	3
254042	METAP_1D	4
254042	METAP1L	5
112714	TUBA3E	1
285636	C5ORF51	1
51430	SUCO	1
51430	C1ORF9	2
51430	CH1	3
51430	OPT	4
51430	SLP1	5
55055	ZWILCH	1
55055	KNTC1AP	2
55055	HZWILCH	3
140686	WFDC3	1
140686	WAP14	2
140686	DJ447F3.3	3
57547	ZNF624	1
92400	RBM18	1
79726	WDR59	1
79726	CDW12	2
79726	FP977	3
79726	P90-120	4
85360	SYDE1	1
85360	7H3	2
85360	SYD1	3
54916	TMEM260	1
54916	C14ORF101	2
54916	SHDRA	3
57062	DDX24	1
375444	C5ORF34	1
138724	C9ORF131	1
55076	TMEM45A	1
55076	DERP7	2
55076	DNAPTP4	3
128488	WFDC12	1
128488	C20ORF122	2
128488	SWAM2	3
128488	WAP2	4
128488	DJ211D12.4	5
143684	FAM76B	1
84167	C19ORF44	1
55150	C19ORF73	1
57412	AS3MT	1
57412	CYT19	2
80124	VCPIP1	1
80124	DUBA3	2
80124	VCIP135	3
10066	SCAMP2	1
129531	MITD1	1
57590	WDFY1	1
57590	FENS-1	2
57590	FENS1	3
57590	WDF1	4
57590	ZFYVE17	5
51026	GOLT1B	1
51026	CGI-141	2
51026	GCT2	3
51026	GOT1	4
51026	GOT1B	5
51026	YMR292W	6
140831	ZSWIM3	1
140831	C20ORF164	2
140831	PPP1R174	3
151473	SLC16A14	1
151473	MCT14	2
160857	CCDC122	1
84301	DDI2	1
203074	PRSS55	1
203074	CT153	2
203074	T-SP1	3
203074	TSP1	4
203074	UNQ9391	5
84804	MFSD9	1
29097	CNIH4	1
29097	CNIH-4	2
29097	CNIH2	3
29097	HSPC163	4
146894	CD300LG	1
146894	CLM-9	2
146894	CLM9	3
146894	NEPMUCIN	4
146894	TREM-4	5
146894	TREM4	6
54753	ZNF853	1
55529	PIP4P2	1
55529	TMEM55A	2
22993	HMGXB3	1
22993	HMGX3	2
22993	SMF	3
222643	UNC5CL	1
222643	MUXA	2
222643	ZUD	3
54626	HES2	1
54626	BHLHB40	2
8558	CDK10	1
8558	ALSAS	2
8558	PISSLRE	3
84897	TBRG1	1
84897	NIAM	2
84897	TB-5	3
9717	SEC14L5	1
9717	PRELID4B	2
79075	DSCC1	1
79075	DCC1	2
147923	ZNF420	1
147923	APAK	2
29122	PRSS50	1
29122	CT20	2
29122	TSP50	3
56977	STOX2	1
23120	ATP10B	1
23120	ATPVB	2
339779	PRR30	1
339779	C2ORF53	2
51290	ERGIC2	1
51290	CDA14	2
51290	ERV41	3
51290	PTX1	4
51290	CD002	5
79788	ZNF665	1
79788	ZFP160L	2
23190	UBXN4	1
23190	UBXD2	2
23190	UBXDC1	3
23190	ERASIN	4
22984	PDCD11	1
22984	ALG-4	2
22984	ALG4	3
22984	NFBP	4
22984	RRP5	5
130733	TMEM178A	1
130733	TMEM178	2
219970	GLYATL2	1
219970	BXMAS2-10	2
219970	GATF-B	3
26074	CFAP61	1
26074	C20ORF26	2
26074	CAM-IP3	3
26074	DJ1002M8.3	4
26074	DJ1178H5.4	5
127262	TPRG1L	1
127262	FAM79A	2
127262	H-MOVER	3
127262	MOVER	4
171169	SPACA4	1
171169	SAMP14	2
245812	CNPY4	1
245812	PRAT4B	2
83707	TRPT1	1
10289	EIF1B	1
10289	GC20	2
115950	ZNF653	1
115950	E430039K05RIK	2
115950	ZIP67	3
353324	SPATA12	1
353324	SRG5	2
124912	SPACA3	1
